"Index", "Height(Inches)", "Weight(Pounds)"
3310, 6359867, 1083695
3311, 6768177, 1460547
3312, 6592195, 1289527
3313, 6604233, 1389407
3314, 6807077, 1367048
3315, 6853269, 1369208
3316, 6641329, 1214656
3317, 676551, 1390278
3318, 6939574, 1242868
3319, 7072068, 1354026
3320, 6939895, 1277865
3321, 6870993, 1349467
3322, 6938351, 1308867
3323, 6901409, 1335517
3324, 6884671, 1212891
3325, 6667972, 1303173
3326, 6414012, 1366169
3327, 6545315, 1206706
3328, 6716684, 1321766
3329, 6752493, 1240382
3330, 6717756, 1338366
3331, 6673401, 131714
3332, 700236, 1179912
3333, 6717283, 1164658
3334, 6518918, 1387007
3335, 6832763, 1279768
3336, 7255002, 1399074
3337, 7071251, 1480151
3338, 7088049, 14065
3339, 6696285, 1306093
3340, 6982684, 1430451
3341, 6516431, 128951
3342, 6823622, 1405259
3343, 6673023, 1425733
3344, 7229547, 1389453
3345, 6916314, 1275533
3346, 6756202, 1151545
3347, 657718, 1196649
3348, 674295, 1007527
3349, 67235, 1227841
3350, 6986435, 1467835
3351, 7188676, 1447958
3352, 6887227, 138991
3353, 7004608, 1370023
3354, 6873409, 1378343
3355, 6903486, 1388044
3356, 6926447, 1283303
3357, 7009459, 1248418
3358, 7012595, 1316374
3359, 6654739, 1200134
3360, 663726, 1170774
3361, 6572273, 1139648
3362, 6765602, 1266406
3363, 6469649, 1083562
3364, 6641005, 1272142
3365, 6927872, 134603
3366, 6863208, 1215365
3367, 6860374, 1451284
3368, 7038104, 135204
3369, 6928461, 1275704
3370, 7164455, 1536515
3371, 7037091, 155869
3372, 6545196, 1214609
3373, 6965595, 1338526
3374, 6769863, 1089521
3375, 7004255, 1305425
3376, 6769758, 1240931
3377, 66856, 1325109
3378, 6987691, 1545701
3379, 685184, 124004
3380, 6768314, 1276985
3381, 6761985, 11426
3382, 6925373, 1427731
3383, 6898349, 115897
3384, 6698194, 1251081
3385, 6341013, 1198153
3386, 683495, 1273052
3387, 7014263, 130255
3388, 6767369, 1253486
3389, 6783046, 1180148
3390, 7115629, 129468
3391, 7004469, 1384503
3392, 6945013, 1386964
3393, 6778201, 1349735
3394, 6527229, 1196325
3395, 6944983, 1320852
3396, 6790892, 1321945
3397, 681636, 1469576
3398, 6637934, 1120144
3399, 6873896, 1297229
3400, 6975201, 1289392
3401, 6944655, 1255484
3402, 6492283, 1028549
3403, 6480108, 1194034
3404, 6584217, 1438547
3405, 6834828, 1299632
3406, 6813534, 1251662
3407, 6632414, 1269552
3408, 7074868, 1121237
3409, 6748997, 1150831
3410, 658077, 1200188
3411, 6741008, 1227409
3412, 6839969, 1335177
3413, 7219938, 1441058
3414, 7165513, 1469261
3415, 7019523, 1340839
3416, 6592306, 1129231
3417, 7335034, 1424875
3418, 6421849, 1213899
3419, 6570466, 1227506
3420, 6890463, 1361054
3421, 6806195, 1278162
3422, 6685163, 1390505
3423, 6958698, 1245701
3424, 6942478, 1268527
3425, 6802716, 1458616
3426, 7171699, 1368975
3427, 6695183, 1334618
3428, 6974699, 1221901
3429, 6880049, 1156403
3430, 6789371, 125377
3431, 6857659, 1292547
3432, 6872581, 1291874
3433, 6963584, 1330704
3434, 689713, 1380269
3435, 668827, 1188532
3436, 6921469, 1427606
3437, 6798056, 1262747
3438, 6856045, 1191386
3439, 6792182, 1170603
3440, 6915108, 120454
3441, 6909773, 1321603
3442, 6692076, 1087441
3443, 6743796, 1065115
3444, 6767848, 1302144
3445, 7002323, 1404403
3446, 6778297, 1245214
3447, 7283169, 1393706
3448, 6805868, 1294378
3449, 6744814, 1290994
3450, 6557065, 1182219
3451, 6759465, 1176786
3452, 6782155, 1408622
3453, 6847258, 1226694
3454, 6358771, 104467
3455, 6795929, 1290106
3456, 6522442, 1243217
3457, 6644894, 1019139
3458, 6733704, 139416
3459, 6569507, 1327342
3460, 7072749, 1328116
3461, 6741511, 1243421
3462, 6976325, 1267586
3463, 6537021, 119848
3464, 7000296, 1119376
3465, 6622804, 11726
3466, 7101952, 1318577
3467, 6666825, 1226517
3468, 65766, 1170445
3469, 6919585, 1178609
3470, 6601043, 1308876
3471, 6581063, 1243575
3472, 6963647, 1310505
3473, 6720188, 142083
3474, 6784033, 1003696
3475, 6355149, 1270979
3476, 6831141, 1242054
3477, 6548001, 1165552
3478, 6958827, 1235653
3479, 661176, 1118548
3480, 7149457, 1501752
3481, 7091224, 128172
3482, 6508904, 1204457
3483, 6685324, 1106689
3484, 6733053, 1357821
3485, 7041812, 1458887
3486, 7074812, 1446908
3487, 69897, 1283047
3488, 6829767, 1371886
3489, 6783703, 1272593
3490, 6524423, 1221945
3491, 6784894, 1396043
3492, 7042564, 129817
3493, 7055525, 1529847
3494, 6788636, 1235425
3495, 697096, 1377755
3496, 6707269, 1163106
3497, 7188822, 1254909
3498, 7128254, 1349234
3499, 6661757, 1169673
3500, 6933248, 131029
3501, 6917119, 1382493
3502, 6893099, 1170109
3503, 6539211, 1171889
3504, 6640145, 1333265
3505, 6597157, 1214286
3506, 6561777, 1222767
3507, 671943, 1292964
3508, 6574682, 1069673
3509, 6434058, 1187342
3510, 6527557, 1120218
3511, 7137011, 1334833
3512, 6813757, 1275429
3513, 7205393, 131366
3514, 657047, 1149957
3515, 6707598, 1255866
3516, 6396935, 8486345
3517, 6526358, 1294427
3518, 6597301, 1269647
3519, 6828892, 1398538
3520, 6581249, 1206804
3521, 6411914, 1274184
3522, 6702094, 1200865
3523, 6903252, 1327904
3524, 6899289, 1234864
3525, 6441882, 1144503
3526, 6715633, 112938
3527, 6876733, 1169251
3528, 6901892, 1339261
3529, 6676233, 1282645
3530, 6818232, 1070685
3531, 6728745, 1282196
3532, 6865317, 1265592
3533, 7106665, 1258611
3534, 7031177, 1346115
3535, 724691, 1521181
3536, 688736, 1355056
3537, 6468847, 1159514
3538, 681288, 1276565
3539, 6736526, 1410621
3540, 6560339, 109572
3541, 680437, 1223788
3542, 6928083, 1342059
3543, 6887006, 1348058
3544, 685515, 1084165
3545, 70402, 1215254
3546, 7089245, 1314848
3547, 6357508, 112824
3548, 6996784, 1292959
3549, 6986404, 1446551
3550, 6743349, 1232584
3551, 65953, 1300755
3552, 6651685, 9784025
3553, 6659374, 1337803
3554, 6482036, 1065226
3555, 6876391, 1394665
3556, 6724653, 116868
3557, 6762134, 1337579
3558, 6616322, 1189108
3559, 6742497, 1223291
3560, 6865199, 1273678
3561, 6741315, 1140066
3562, 6824549, 1370083
3563, 6602486, 1100077
3564, 6525809, 1329911
3565, 6991392, 1323932
3566, 6579089, 1175234
3567, 6771449, 1304334
3568, 6829458, 1177587
3569, 6561141, 1177477
3570, 6778179, 1290761
3571, 6430338, 1056364
3572, 6730706, 1317766
3573, 6896485, 1318757
3574, 6497931, 1259879
3575, 6907887, 1238861
3576, 6739433, 1330366
3577, 6727351, 1311858
3578, 6764179, 1267371
3579, 7045489, 151614
3580, 6909422, 1471926
3581, 660667, 1347624
3582, 6770438, 133445
3583, 66985, 1112501
3584, 6546653, 1170386
3585, 6869845, 1298079
3586, 6604072, 9927518
3587, 6609431, 1285692
3588, 6980498, 151548
3589, 6773859, 1393895
3590, 6668205, 1200516
3591, 689189, 1240676
3592, 6706468, 1375999
3593, 65256, 1294912
3594, 683313, 139801
3595, 6839086, 1485226
3596, 6784685, 1206246
3597, 6637815, 1386642
3598, 6332113, 9237513
3599, 6657084, 1365421
3600, 6788983, 1182089
3601, 7094094, 1386145
3602, 6991224, 1356715
3603, 6489822, 1045861
3604, 6946685, 1282748
3605, 6856738, 1254858
3606, 6653162, 1438794
3607, 686378, 1253511
3608, 7090025, 1263358
3609, 7126396, 1397274
3610, 6713527, 1162366
3611, 6480236, 9779781
3612, 7067036, 1368521
3613, 6613501, 1127896
3614, 6477081, 1125529
3615, 6835648, 1207636
3616, 6824493, 1193536
3617, 677318, 1354753
3618, 6704488, 1404543
3619, 6994917, 1420555
3620, 6450981, 1268512
3621, 6787716, 1231267
3622, 6861556, 1183477
3623, 6808104, 1345331
3624, 6635068, 1168814
3625, 6671224, 1089156
3626, 7116146, 1349529
3627, 6476054, 1095924
3628, 6675144, 1065216
3629, 6673685, 1194936
3630, 6968151, 1377906
3631, 7072413, 1510354
3632, 6834441, 1214853
3633, 676858, 1467791
3634, 6698729, 1400306
3635, 6943833, 1165077
3636, 7035311, 1407913
3637, 6829063, 1400969
3638, 6981605, 1316661
3639, 6807763, 1440462
3640, 6963007, 1365389
3641, 6794658, 1245183
3642, 6666861, 1233439
3643, 7254964, 1403326
3644, 6596495, 1251353
3645, 6873999, 1422247
3646, 7325271, 1563537
3647, 638433, 1138671
3648, 6696921, 1207632
3649, 6768747, 1206478
3650, 6681228, 1398202
3651, 6672332, 1190638
3652, 689021, 1410105
3653, 6992563, 1434254
3654, 6985536, 1335108
3655, 6932382, 1370878
3656, 6659092, 1217154
3657, 6885426, 1279174
3658, 6654029, 1134724
3659, 6565814, 1280828
3660, 6930998, 131776
3661, 7017204, 1382634
3662, 6797014, 125758
3663, 6685274, 1203874
3664, 6793626, 1290463
3665, 7243693, 136391
3666, 6758597, 1300804
3667, 6861381, 1185302
3668, 7042389, 1298475
3669, 6640833, 1195325
3670, 7057091, 1383516
3671, 6979777, 1289593
3672, 6734701, 1168005
3673, 6640224, 1231326
3674, 6468881, 1169304
3675, 6953955, 1265974
3676, 6943648, 1411934
3677, 6936832, 1316094
3678, 6702639, 1093029
3679, 6860035, 116408
3680, 6490605, 1013305
3681, 736704, 1479165
3682, 6837014, 1412402
3683, 683104, 1388869
3684, 6451584, 1485007
3685, 6612992, 1010513
3686, 6538495, 1257223
3687, 6511549, 1063269
3688, 6705783, 1263894
3689, 6699532, 1342725
3690, 6708079, 1256528
3691, 6528833, 1132531
3692, 6809544, 1195911
3693, 666868, 1162576
3694, 6833953, 1436987
3695, 6684266, 1125571
3696, 6883968, 1311388
3697, 618934, 9574545
3698, 6573799, 1136203
3699, 6872588, 1413191
3700, 678244, 1169133
3701, 6701202, 1242022
3702, 655611, 1175665
3703, 6755321, 1192307
3704, 671303, 1145048
3705, 6764061, 1300058
3706, 6683182, 1404851
3707, 6827516, 1440058
3708, 6944828, 1312024
3709, 6958545, 1262305
3710, 667071, 1046225
3711, 6819325, 1215126
3712, 6913191, 1359547
3713, 6659378, 1362738
3714, 6648656, 1317593
3715, 6637289, 1187403
3716, 7071575, 13942
3717, 6715897, 1290818
3718, 6776901, 1144204
3719, 6518164, 1131913
3720, 6783932, 1125536
3721, 680491, 1576543
3722, 6858692, 1215904
3723, 6595317, 119206
3724, 7102002, 1361093
3725, 692108, 1168245
3726, 6716712, 1339377
3727, 6482773, 1195375
3728, 7189734, 1251534
3729, 6629137, 1196552
3730, 6963011, 1362859
3731, 6665205, 1124741
3732, 7056251, 1325837
3733, 6779995, 1315466
3734, 6874825, 1284833
3735, 6684629, 1370769
3736, 6747997, 1129767
3737, 6713893, 1245135
3738, 6840021, 1382798
3739, 6886099, 1366706
3740, 6617409, 1192702
3741, 6884978, 1312561
3742, 6867678, 1298508
3743, 6982135, 1561101
3744, 642599, 1080741
3745, 6971651, 1362846
3746, 7094085, 1369681
3747, 7006779, 1394128
3748, 7088342, 1357171
3749, 6549529, 1186689
3750, 684804, 138799
3751, 6851303, 1389157
3752, 6816142, 1182547
3753, 7195866, 1353357
3754, 6475487, 129262
3755, 7030789, 1351908
3756, 674222, 1151791
3757, 6824432, 1122308
3758, 6824598, 1223013
3759, 6867772, 1282031
3760, 6945147, 1573486
3761, 6700023, 1282287
3762, 6853583, 1150374
3763, 6809648, 1499119
3764, 668815, 1187213
3765, 6435721, 1118923
3766, 6495432, 1195408
3767, 6810575, 1219841
3768, 6680947, 1111912
3769, 6388864, 1121842
3770, 6738665, 1061061
3771, 6892239, 1322605
3772, 6834907, 118027
3773, 658834, 1318548
3774, 6581926, 1227493
3775, 676519, 1264083
3776, 6991178, 135567
3777, 6943847, 1446145
3778, 686245, 1339108
3779, 685874, 1390597
3780, 6996201, 1433765
3781, 6848251, 1339215
3782, 7014044, 1329707
3783, 6769318, 1515436
3784, 6974263, 1404279
3785, 6414704, 1158887
3786, 7115494, 1463078
3787, 7042127, 1352438
3788, 694086, 1300152
3789, 6723391, 113361
3790, 6952859, 1097608
3791, 6978153, 1550882
3792, 6586011, 1165987
3793, 6853242, 1158963
3794, 6943053, 1238453
3795, 7051721, 1321602
3796, 7246195, 1500174
3797, 7057152, 1234049
3798, 6481039, 1137813
3799, 6914193, 1249768
3800, 7259694, 1401938
3801, 6729902, 1256349
3802, 693501, 1246512
3803, 690374, 1157152
3804, 7150733, 1477946
3805, 6858383, 1237158
3806, 689172, 1374837
3807, 6994709, 1193727
3808, 6863514, 111791
3809, 6830987, 1406815
3810, 6895399, 1421807
3811, 6552576, 1306623
3812, 6658753, 1310557
3813, 6943486, 1187635
3814, 706428, 1476001
3815, 6857866, 140395
3816, 681007, 1293231
3817, 7056771, 1254514
3818, 6497452, 1070565
3819, 6785384, 1280846
3820, 7117071, 131245
3821, 6767057, 1123113
3822, 6604283, 1067968
3823, 6889472, 1259164
3824, 6642827, 1387008
3825, 6942646, 1377593
3826, 626568, 110266
3827, 6579319, 1282726
3828, 7135208, 1503381
3829, 6854117, 1204207
3830, 6664205, 1187461
3831, 671013, 1323003
3832, 6809912, 1228586
3833, 6744749, 1162164
3834, 685689, 1059279
3835, 6674451, 1112084
3836, 6791191, 1159255
3837, 6761468, 1326425
3838, 6679956, 1287716
3839, 6608205, 1055009
3840, 6943398, 1308951
3841, 7006177, 1598542
3842, 6734245, 1131131
3843, 6568008, 1047032
3844, 6765289, 1300791
3845, 7235481, 1463133
3846, 6456198, 1179061
3847, 6656321, 125872
3848, 7188064, 1387186
3849, 6905855, 1191382
3850, 6884729, 1301311
3851, 6833558, 1272486
3852, 6720373, 1200823
3853, 6694024, 1167898
3854, 656925, 1121004
3855, 7055858, 1374236
3856, 663239, 1121502
3857, 6631961, 1413789
3858, 6877019, 1217461
3859, 6893596, 1303465
3860, 7019784, 1292123
3861, 6915846, 1416059
3862, 6652917, 1077722
3863, 6976951, 1414952
3864, 6833707, 1121581
3865, 6671052, 1163208
3866, 6493669, 1285199
3867, 6506581, 1029057
3868, 6719588, 1144447
3869, 656155, 1145452
3870, 6821154, 1150009
3871, 718127, 1515781
3872, 6523439, 1187079
3873, 6784537, 1326379
3874, 6617647, 1153378
3875, 6961315, 1335897
3876, 6618245, 1325006
3877, 6784508, 134514
3878, 690936, 1261625
3879, 6612316, 1313628
3880, 6515822, 1160727
3881, 6979407, 1413766
3882, 6700234, 1273607
3883, 6913726, 1402001
3884, 6581826, 1266507
3885, 6820344, 1219858
3886, 6689907, 1342045
3887, 6504452, 102086
3888, 661717, 1177314
3889, 6293166, 1146211
3890, 6448357, 1174963
3891, 6664624, 1117542
3892, 7241441, 151933
3893, 7179969, 122983
3894, 6566078, 1233884
3895, 6693932, 1077347
3896, 7022759, 1388617
3897, 6820998, 1307491
3898, 6703876, 108817
3899, 7072651, 1197924
3900, 6743797, 13267
3901, 6902832, 144247
3902, 7108333, 1301898
3903, 6659033, 1198506
3904, 6284458, 1121475
3905, 6501513, 1126016
3906, 6889573, 1266749
3907, 6752318, 120368
3908, 7156209, 1362017
3909, 6991081, 114942
3910, 6574474, 1161331
3911, 6786476, 1313966
3912, 6934915, 126219
3913, 6656305, 1268313
3914, 6498952, 1066708
3915, 6628774, 1363548
3916, 6822623, 1448283
3917, 6871834, 1212425
3918, 6734642, 1139096
3919, 6945129, 1331979
3920, 6858821, 1187312
3921, 6713792, 1395328
3922, 6617703, 1224766
3923, 6511882, 1367334
3924, 6898184, 1621526
3925, 6970654, 1161377
3926, 659028, 1163873
3927, 6640799, 1227559
3928, 6968697, 1258107
3929, 7132231, 1271985
3930, 6939616, 12621
3931, 6710007, 1274093
3932, 6484823, 1214686
3933, 6597406, 1201281
3934, 6940242, 1308887
3935, 7024875, 1486699
3936, 6676364, 108979
3937, 6854135, 1321438
3938, 7231585, 1452904
3939, 6613369, 1241218
3940, 6552533, 1060457
3941, 668421, 1404934
3942, 6854828, 1221607
3943, 6723496, 1357089
3944, 6789102, 1379068
3945, 6707543, 1237723
3946, 6887056, 1311289
3947, 6548833, 127832
3948, 6694598, 1310884
3949, 6794876, 116698
3950, 6511113, 1391882
3951, 6922852, 1442813
3952, 6887917, 1173348
3953, 6973424, 1272578
3954, 7079565, 1382181
3955, 6812213, 1433238
3956, 6755313, 1224926
3957, 6607053, 1374736
3958, 6664782, 113759
3959, 6754927, 1354559
3960, 6741612, 1118086
3961, 641913, 1231259
3962, 6752166, 1331484
3963, 6595635, 1078398
3964, 6761855, 1258836
3965, 6595909, 1290219
3966, 6949194, 1139079
3967, 6769417, 134568
3968, 6478748, 1277878
3969, 713001, 1391262
3970, 6661133, 1128285
3971, 6640129, 1218472
3972, 7076906, 1241304
3973, 6870195, 1180629
3974, 6927545, 1357574
3975, 6714179, 109264
3976, 6940629, 1447036
3977, 6969594, 1425173
3978, 6720823, 1371694
3979, 6759632, 1133993
3980, 7077557, 1447135
3981, 6695587, 1288462
3982, 6791794, 1170118
3983, 6576874, 1160326
3984, 6903038, 1328327
3985, 6753969, 1345132
3986, 6410668, 124705
3987, 6820174, 1287712
3988, 6842812, 1355603
3989, 7021228, 1465841
3990, 6822553, 1230704
3991, 6775587, 1326394
3992, 705536, 1394887
3993, 671115, 1307106
3994, 6650872, 1023817
3995, 6780339, 1216264
3996, 6682898, 1148121
3997, 6651285, 1170249
3998, 6800268, 1160381
3999, 6730483, 1167343
4000, 6732611, 1190783
4001, 6900102, 1267983
4002, 6775162, 1319365
4003, 67085, 1359003
4004, 690139, 1515006
4005, 6613638, 1439136
4006, 6674555, 1315241
4007, 6632903, 130233
4008, 6530345, 1239503
4009, 6979829, 1266311
4010, 675243, 1154643
4011, 7102928, 1482436
4012, 6946091, 1299518
4013, 6936777, 1354124
4014, 6857098, 1411859
4015, 6244964, 1095643
4016, 6897793, 1243412
4017, 6521731, 1184281
4018, 6707967, 1260679
4019, 6877673, 1321985
4020, 6866629, 1321617
4021, 6565796, 1218407
4022, 6781659, 1470148
4023, 6849369, 1356229
4024, 6772209, 1318871
4025, 6718182, 1496975
4026, 6874487, 1322867
4027, 7054344, 1451882
4028, 6749034, 1136369
4029, 7004011, 121888
4030, 6614103, 1319355
4031, 6303853, 1167342
4032, 658375, 1131662
4033, 7009381, 1329761
4034, 6546276, 1018479
4035, 6672609, 1194606
4036, 6715508, 1263196
4037, 6789972, 1165061
4038, 6683955, 1243345
4039, 6633542, 1372975
4040, 6998947, 1579877
4041, 6919394, 136793
4042, 718433, 1448892
4043, 6796111, 116363
4044, 678762, 125536
4045, 6485023, 109135
4046, 7100028, 1287879
4047, 689177, 1487167
4048, 6811801, 1084191
4049, 6845508, 1207972
4050, 661659, 1199403
4051, 6809431, 1418006
4052, 6704148, 1164363
4053, 679941, 1364958
4054, 7003532, 1620645
4055, 6971898, 13799
4056, 6611294, 1279705
4057, 66512, 1240973
4058, 7214119, 1470929
4059, 6626162, 136034
4060, 686341, 1349883
4061, 6701999, 1084088
4062, 6850946, 11587
4063, 6665107, 1327811
4064, 6913504, 1500321
4065, 663268, 1244084
4066, 6903467, 1252378
4067, 6841501, 131125
4068, 6881498, 120474
4069, 6971434, 1267877
4070, 6971611, 1194332
4071, 6846316, 1217583
4072, 6676387, 1278974
4073, 6540254, 1136724
4074, 7056984, 1238685
4075, 6594172, 1236931
4076, 6802141, 1220341
4077, 671732, 1147014
4078, 65497, 1172034
4079, 6767185, 1213213
4080, 6552488, 1254382
4081, 7102076, 1382195
4082, 6622083, 1309358
4083, 6898001, 1154355
4084, 6695762, 1372853
4085, 6711276, 1270824
4086, 684405, 1293152
4087, 6769709, 1314005
4088, 6322395, 1161956
4089, 6522711, 1270613
4090, 6843, 1313423
4091, 6657506, 1219677
4092, 635966, 1132103
4093, 6720354, 1233458
4094, 6603224, 9966224
4095, 6724122, 1240545
4096, 6679748, 130086
4097, 6848589, 1371664
4098, 6929654, 1411792
4099, 6660912, 1017777
4100, 6626464, 1288128
4101, 6937333, 1299046
4102, 673275, 1273943
4103, 6391658, 1139444
4104, 6723806, 1039784
4105, 6593291, 1171245
4106, 7035586, 1353823
4107, 6857141, 1310931
4108, 6682713, 1306498
4109, 6443271, 1194229
4110, 7108973, 1274216
4111, 7207911, 1243172
4112, 6890533, 1148714
4113, 6844145, 121075
4114, 6846055, 1153401
4115, 6513343, 1063017
4116, 7117466, 1316919
4117, 6939047, 139886
4118, 6681513, 1186787
4119, 6862714, 1211908
4120, 6809304, 1348095
4121, 6822911, 1283543
4122, 6779469, 1358259
4123, 6760704, 127516
4124, 7047713, 1355209
4125, 6889196, 1193961
4126, 6718902, 1417312
4127, 6952776, 1380107
4128, 6400428, 1062963
4129, 6723705, 1290392
4130, 6657904, 1100436
4131, 7308886, 143597
4132, 7023666, 1356427
4133, 659154, 1208619
4134, 7020771, 1297829
4135, 6525899, 1101349
4136, 6770538, 1223278
4137, 6665382, 1251019
4138, 6690522, 1212072
4139, 6973584, 1358864
4140, 6871515, 1208681
4141, 6597593, 1256805
4142, 6604025, 129139
4143, 6922349, 1471694
4144, 6801411, 1249845
4145, 7044079, 1415704
4146, 6662715, 1386126
4147, 6847642, 1267582
4148, 6820132, 1341926
4149, 6918686, 1481132
4150, 6655515, 1224609
4151, 6724936, 1259051
4152, 6823976, 1341521
4153, 6893236, 1408846
4154, 6916831, 1273274
4155, 6815988, 1275146
4156, 7047785, 1354777
4157, 7146159, 1347474
4158, 6956493, 1391714
4159, 7204678, 1479343
4160, 6811706, 1221187
4161, 6711974, 1361107
4162, 6525882, 1128949
4163, 679316, 1271332
4164, 6862153, 1346362
4165, 6896662, 1101335
4166, 6770641, 1378451
4167, 6482138, 1326417
4168, 6974734, 1307984
4169, 6783743, 1268633
4170, 6647424, 119564
4171, 7029564, 1361613
4172, 6799529, 1365186
4173, 7146156, 1326211
4174, 6673734, 1142795
4175, 6634826, 1167421
4176, 6925165, 1377726
4177, 6754427, 1300454
4178, 7067379, 1357083
4179, 6730702, 1356941
4180, 6462951, 1013328
4181, 6657405, 1305342
4182, 6929679, 1373539
4183, 6927554, 1210292
4184, 6950607, 1203639
4185, 6826403, 1410864
4186, 6986553, 1390365
4187, 707672, 1364844
4188, 6924893, 1428621
4189, 6701021, 1041735
4190, 691245, 1455379
4191, 7127947, 1209881
4192, 7403777, 1395953
4193, 6716426, 1208184
4194, 6916282, 1259266
4195, 6809796, 126298
4196, 6777952, 1332805
4197, 7111526, 1233401
4198, 6498837, 1056441
4199, 7031512, 1423548
4200, 6906438, 1304546
4201, 6546827, 1104915
4202, 659316, 1149535
4203, 6842739, 1334786
4204, 7030053, 1393092
4205, 6709535, 1294262
4206, 6843342, 1218407
4207, 6583898, 1363506
4208, 6754012, 1436547
4209, 6848012, 1269991
4210, 7157695, 1396645
4211, 6972167, 1391423
4212, 6629363, 1269897
4213, 68937, 1427584
4214, 7141489, 1498921
4215, 6962838, 1437861
4216, 7118773, 1524615
4217, 6830221, 143546
4218, 6775946, 1529883
4219, 6811064, 1339839
4220, 6947284, 1355993
4221, 7016644, 1346592
4222, 6764262, 1241779
4223, 6681134, 118271
4224, 6494018, 1217107
4225, 6536721, 1213633
4226, 6854428, 1331727
4227, 6797819, 1148234
4228, 6834252, 1377084
4229, 6831923, 1225531
4230, 661507, 1054808
4231, 6780629, 1195263
4232, 7013434, 1351981
4233, 6563247, 1221851
4234, 6552678, 1149083
4235, 6804573, 1365998
4236, 6817956, 1434398
4237, 6665253, 1039121
4238, 6805725, 1336935
4239, 6734998, 11911
4240, 7000498, 1294393
4241, 6655749, 1270247
4242, 6682552, 1447401
4243, 7007322, 1230627
4244, 659202, 1260649
4245, 6954043, 1478452
4246, 6389592, 1170034
4247, 6903457, 1315836
4248, 6722877, 1253671
4249, 6612426, 1286776
4250, 6787785, 1323484
4251, 668531, 115879
4252, 6905041, 1172786
4253, 7087198, 1401922
4254, 674692, 1358756
4255, 7022874, 132974
4256, 6693905, 1179845
4257, 69928, 1279273
4258, 6746962, 1223518
4259, 6500765, 1092661
4260, 6897698, 1346605
4261, 6728864, 1291099
4262, 6965152, 1299016
4263, 6741038, 1357013
4264, 6780162, 1409551
4265, 6675484, 101615
4266, 679469, 1270723
4267, 6543768, 1271338
4268, 6854153, 1254375
4269, 667501, 1207329
4270, 6675808, 1241194
4271, 6714647, 1182882
4272, 6469559, 1167241
4273, 6918516, 1135275
4274, 6684281, 1282428
4275, 664464, 1305346
4276, 6949077, 1062307
4277, 6832951, 1193464
4278, 6838974, 1209379
4279, 6942584, 1207725
4280, 6439313, 1232547
4281, 6661651, 118437
4282, 6586548, 1153497
4283, 6817805, 1232437
4284, 6739926, 1167036
4285, 6631407, 1164127
4286, 7068802, 1323031
4287, 6726683, 123296
4288, 671325, 1170996
4289, 6761674, 1327665
4290, 6691216, 1220016
4291, 7058226, 1461837
4292, 6647926, 1322434
4293, 695459, 1463853
4294, 6660835, 1196048
4295, 6734376, 1378448
4296, 6477135, 1246944
4297, 6646439, 1288286
4298, 6664913, 1193743
4299, 7056844, 12343
4300, 6531528, 1068598
4301, 7248479, 1344771
4302, 6786837, 1298224
4303, 6852634, 1092449
4304, 6861738, 123566
4305, 6650536, 1255915
4306, 7046311, 1268938
4307, 6463883, 1373284
4308, 6412338, 1089028
4309, 6928959, 1354082
4310, 6652926, 1317847
4311, 6930883, 1222514
4312, 6854471, 1344462
4313, 6725904, 1086926
4314, 6796864, 1243293
4315, 653382, 1316971
4316, 6851678, 1294089
4317, 681636, 1275867
4318, 6467487, 1283635
4319, 6613689, 1303095
4320, 6858303, 1325038
4321, 6834844, 145901
4322, 646569, 1264447
4323, 6868484, 1361093
4324, 6775816, 1210123
4325, 6848014, 132472
4326, 677747, 1267129
4327, 647249, 1157365
4328, 666102, 1189776
4329, 722969, 145854
4330, 7030878, 148238
4331, 6677503, 1227048
4332, 6670433, 12042
4333, 6939368, 1265408
4334, 6737433, 1316976
4335, 6720466, 1235504
4336, 679947, 1199449
4337, 6708886, 1235117
4338, 6881947, 1235561
4339, 7107494, 1340842
4340, 6898151, 1367907
4341, 6980853, 1213415
4342, 7021339, 1328196
4343, 6733679, 1128553
4344, 7352131, 168881
4345, 6745857, 1314655
4346, 6865576, 1213053
4347, 6877267, 1265212
4348, 6703704, 1253926
4349, 6686733, 1147951
4350, 6701919, 1345043
4351, 6852514, 1336321
4352, 6769771, 121778
4353, 6843487, 126847
4354, 6771514, 1280152
4355, 7039987, 113918
4356, 6844396, 1340367
4357, 6680834, 1316397
4358, 6735984, 1268163
4359, 6779903, 13189
4360, 6483853, 1156714
4361, 6957892, 1262769
4362, 6485426, 1021079
4363, 69318, 1394982
4364, 6958868, 151474
4365, 6652781, 1221092
4366, 6793528, 1257438
4367, 6639941, 1231702
4368, 6828614, 1364907
4369, 6817646, 1164352
4370, 6536868, 1174086
4371, 6796446, 1124388
4372, 6902437, 1399596
4373, 6808001, 1212457
4374, 6768973, 1283855
4375, 6705199, 1200329
4376, 6562946, 1093694
4377, 6431704, 1294821
4378, 6908279, 152901
4379, 667653, 1365692
4380, 7277662, 1336427
4381, 6697685, 1370715
4382, 7010322, 124931
4383, 6892731, 1317141
4384, 6524486, 119642
4385, 687959, 1312416
4386, 690613, 1192979
4387, 6739122, 1150093
4388, 6314333, 1227882
4389, 6843035, 1248597
4390, 6572614, 9839409
4391, 6671343, 1240144
4392, 682317, 124296
4393, 6707728, 1240139
4394, 6810745, 1320081
4395, 6723206, 1348625
4396, 6976432, 1360319
4397, 6665442, 1279094
4398, 6720022, 1368048
4399, 7120749, 1389045
4400, 7164258, 1543787
4401, 6809536, 1394726
